,,,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,,,,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022
State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered),State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered)
TN,Tamil Nadu,Ramanathapuram,908071,47210,37,521791,386280,409233,498640,198,93164,814907,TN,Tamil Nadu,Ramanathapuram,912229.0,71420.0,47.0,524391.0,387801.0,411408.0,500586.0,198.0,94787.0,817442.0
TN,Tamil Nadu,Ranipet,1152211,23108,46,709331,442880,545033,606922,256,212774,939437,TN,Tamil Nadu,Ranipet,1157719.0,50542.0,102.0,711992.0,445630.0,548234.0,609132.0,256.0,214646.0,943073.0
TN,Tamil Nadu,Salem,2920893,58050,44,1706236,1214657,1445854,1474331,708,514188,2403440,TN,Tamil Nadu,Salem,2929668.0,160585.0,120.0,1710382.0,1218331.0,1450123.0,1477878.0,712.0,516566.0,2409808.0
TN,Tamil Nadu,Sivaganga,1588969,624,2,948553,640416,710092,878606,271,251641,1337328,TN,Tamil Nadu,Sivaganga,1598395.0,117662.0,113.0,955324.0,642932.0,714926.0,883057.0,273.0,254953.0,1343442.0
TN,Tamil Nadu,Virudhunagar,1481810,41540,42,901122,580688,667959,813470,381,139146,1342664,TN,Tamil Nadu,Virudhunagar,1488652.0,53195.0,51.0,905320.0,583173.0,671093.0,817018.0,382.0,140048.0,1348604.0
TN,Tamil Nadu,Tenkasi,1555697,4590,20,921691,634006,690830,864616,251,226713,1328984,TN,Tamil Nadu,Tenkasi,1562027.0,45853.0,85.0,924807.0,637010.0,693813.0,867750.0,253.0,228496.0,1333531.0
TN,Tamil Nadu,Thanjavur,2698038,155340,59,1650832,1047206,1231884,1465385,769,302529,2395509,TN,Tamil Nadu,Thanjavur,2706526.0,345340.0,112.0,1654992.0,1051141.0,1236038.0,1469325.0,770.0,305571.0,2400955.0
TN,Tamil Nadu,Theni,1372528,128150,180,794594,577934,626765,745478,285,177432,1195096,TN,Tamil Nadu,Theni,1379105.0,158760.0,211.0,799746.0,579166.0,629785.0,748841.0,286.0,182281.0,1196824.0
TN,Tamil Nadu,Thoothukkudi,1400108,45148,51,941211,458897,701027,698838,243,121898,1278210,TN,Tamil Nadu,Thoothukkudi,1407001.0,20484.0,82.0,943425.0,463344.0,704646.0,701881.0,242.0,123465.0,1283536.0
TN,Tamil Nadu,Tiruchirappalli,3270269,82502,20,1999918,1270351,1524376,1745250,642,409910,2860359,TN,Tamil Nadu,Tiruchirappalli,3277810.0,179186.0,134.0,2003554.0,1273473.0,1528163.0,1748217.0,646.0,412359.0,2865451.0
TN,Tamil Nadu,Tirunelveli,1715846,48290,63,1083188,632658,797341,918247,258,193034,1521708,TN,Tamil Nadu,Tirunelveli,1721813.0,64700.0,67.0,1086267.0,635174.0,800419.0,920764.0,258.0,194993.0,1525716.0
TN,Tamil Nadu,Tirupathur,1164961,29000,47,734667,430294,526914,637783,264,100439,1064522,TN,Tamil Nadu,Tirupathur,1169158.0,38540.0,75.0,736842.0,432127.0,529216.0,639489.0,264.0,101325.0,1067833.0
TN,Tamil Nadu,Tiruppur,3295234,10780,14,1978947,1316287,1709245,1585426,563,410806,2880955,TN,Tamil Nadu,Tiruppur,3304610.0,73346.0,130.0,1984751.0,1319553.0,1714264.0,1589473.0,567.0,415556.0,2885581.0
TN,Tamil Nadu,Thiruvallur,2032047,172350,82,1243841,788206,1058034,973481,532,245264,1785937,TN,Tamil Nadu,Thiruvallur,2041910.0,184665.0,125.0,1248906.0,792902.0,1063738.0,977537.0,533.0,248587.0,1792464.0
TN,Tamil Nadu,Tiruvannamalai,2107497,35050,37,1192957,914540,1015366,1091682,449,364537,1742960,TN,Tamil Nadu,Tiruvannamalai,2112991.0,98395.0,160.0,1194808.0,917785.0,1018245.0,1093897.0,451.0,366458.0,1746533.0
TN,Tamil Nadu,Thiruvarur,1447904,10540,28,868220,579684,658247,789421,236,183687,1264217,TN,Tamil Nadu,Thiruvarur,1455267.0,26985.0,69.0,871649.0,583513.0,661721.0,793203.0,238.0,185202.0,1270065.0
TN,Tamil Nadu,Vellore,1886797,82750,52,1170918,715879,887108,999340,349,449045,1437752,TN,Tamil Nadu,Vellore,1898359.0,103820.0,64.0,1176463.0,721621.0,892757.0,1004975.0,352.0,451931.0,1446428.0
TN,Tamil Nadu,Viluppuram,2666525,60040,31,1593961,1072564,1236349,1429463,713,238742,2427783,TN,Tamil Nadu,Viluppuram,2674532.0,142060.0,101.0,1597052.0,1077075.0,1240340.0,1433071.0,716.0,240223.0,2434309.0
TN,Tamil Nadu,Virudhunagar,900491,5050,6,504641,395850,406347,493873,271,120103,780388,TN,Tamil Nadu,Virudhunagar,904018.0,50510.0,27.0,507068.0,396654.0,407688.0,495763.0,271.0,122320.0,781698.0
TG,Telangana,Adilabad,904776,4000,1,552959,351817,439219,465340,217,43780,860996,TG,Telangana,Adilabad,913525.0,454000.0,61.0,554651.0,358129.0,443097.0,469464.0,219.0,45142.0,868383.0
TG,Telangana,Bhadradri Kothagudem,1420072,473000,244,846989,573083,691729,728026,317,136146,1283926,TG,Telangana,Bhadradri Kothagudem,1431437.0,774710.0,298.0,850422.0,578431.0,696122.0,732411.0,320.0,139371.0,1292066.0
TG,Telangana,Hyderabad,6232390,150067,198,3633700,2598690,3433021,2798293,1076,1456869,4719946,TG,Telangana,Hyderabad,6258609.0,290518.0,302.0,3647086.0,2607114.0,3445277.0,2807845.0,1078.0,1466764.0,4736202.0
TG,Telangana,Jagtial,1307419,520,2,776967,530452,585874,721291,254,91921,1215498,TG,Telangana,Jagtial,1314466.0,133650.0,244.0,779954.0,534237.0,589166.0,724770.0,255.0,94888.0,1219578.0
TG,Telangana,Jangaon,754849,0,0,429110,325739,364407,390313,129,93778,661071,TG,Telangana,Jangaon,758687.0,42100.0,34.0,430771.0,327506.0,366241.0,391906.0,130.0,95337.0,663350.0
TG,Telangana,Jayashankar Bhupalapally,593263,0,0,337150,256113,289222,303952,89,71347,521916,TG,Telangana,Jayashankar Bhupalapally,595610.0,27140.0,16.0,337660.0,257717.0,290305.0,304983.0,89.0,71886.0,523724.0
TG,Telangana,Jogulamba Gadwal,746896,70,2,467757,279139,364567,382127,202,28758,718138,TG,Telangana,Jogulamba Gadwal,752824.0,28977.0,98.0,469438.0,283305.0,367390.0,385150.0,203.0,30223.0,722601.0
TG,Telangana,Kamareddy,1114734,12600,22,654218,460516,516280,598260,194,68376,1046358,TG,Telangana,Kamareddy,1122347.0,256230.0,173.0,657301.0,464325.0,519782.0,601648.0,196.0,70923.0,1051424.0
TG,Telangana,Karimnagar,1581168,165350,105,835312,745856,783071,797811,286,177833,1403335,TG,Telangana,Karimnagar,1587745.0,194610.0,104.0,838756.0,748533.0,786268.0,800734.0,287.0,180759.0,1406986.0
TG,Telangana,Khammam,1973496,0,0,1107462,866034,960504,1012632,360,216817,1756679,TG,Telangana,Khammam,1987336.0,103180.0,59.0,1111830.0,874168.0,967087.0,1018547.0,364.0,220781.0,1766555.0
TG,Telangana,Komaram Bheem,524554,0,0,343157,181397,257682,266738,134,55855,468699,TG,Telangana,Komaram Bheem,528320.0,33020.0,46.0,343986.0,184272.0,259574.0,268550.0,134.0,56808.0,471512.0
TG,Telangana,Mahabubabad,1042344,72000,54,594887,447457,497344,544680,320,133275,909069,TG,Telangana,Mahabubabad,1047415.0,72400.0,54.0,597046.0,449522.0,499639.0,546608.0,321.0,135278.0,912137.0
TG,Telangana,Mahabubnagar,1236032,10000,1,737819,498213,609640,626183,209,88690,1147342,TG,Telangana,Mahabubnagar,1244342.0,312400.0,68.0,741260.0,502250.0,613595.0,629706.0,209.0,92037.0,1152305.0
TG,Telangana,Mancherial,1007550,29000,15,578199,429351,494330,512968,252,61197,946353,TG,Telangana,Mancherial,1012558.0,75850.0,27.0,580216.0,432094.0,496903.0,515153.0,254.0,62736.0,949822.0
TG,Telangana,Medak,1038522,0,0,594005,444517,503878,534397,247,143807,894715,TG,Telangana,Medak,1044061.0,195400.0,87.0,596232.0,447765.0,506783.0,536967.0,247.0,145846.0,898215.0
TG,Telangana,Medchal Malkajgiri,4476052,505763,207,2573521,1902531,2405234,2069866,952,995741,3428785,TG,Telangana,Medchal Malkajgiri,4498040.0,495739.0,222.0,2586052.0,1910654.0,2417037.0,2078712.0,957.0,1005176.0,3441338.0
TG,Telangana,Mulugu,394381,0,0,221505,172876,188762,205543,76,56675,337706,TG,Telangana,Mulugu,396639.0,14350.0,15.0,221790.0,174292.0,189637.0,206368.0,77.0,57218.0,339421.0
TG,Telangana,Nagarkurnool,1043731,1400,4,637408,406323,505068,538412,251,40582,1003149,TG,Telangana,Nagarkurnool,1052482.0,69239.0,185.0,639636.0,412670.0,509588.0,542466.0,252.0,42311.0,1010171.0
TG,Telangana,Nalgonda,1967782,0,0,1233481,734301,955874,1011586,322,83885,1881547,TG,Telangana,Nalgonda,1983097.0,125000.0,44.0,1238735.0,743819.0,963552.0,1018679.0,323.0,88136.0,1892611.0
TG,Telangana,Narayanpet,717655,68000,20,434463,283192,339138,378401,116,45383,672272,TG,Telangana,Narayanpet,721832.0,118800.0,21.0,435821.0,285891.0,341108.0,380488.0,116.0,47127.0,674705.0
TG,Telangana,Nirmal,921451,0,0,571684,349767,430907,490404,140,48059,873392,TG,Telangana,Nirmal,926308.0,459000.0,51.0,573725.0,352310.0,433391.0,492504.0,140.0,49742.0,876566.0
TG,Telangana,Nizamabad,1922540,99110,285,1140700,781840,872931,1049347,262,155223,1767317,TG,Telangana,Nizamabad,1931914.0,150760.0,306.0,1144349.0,787254.0,877239.0,1054100.0,264.0,158091.0,1773823.0
TG,Telangana,Peddapalli,1033532,4000,5,618109,415423,513124,520261,147,77148,956384,TG,Telangana,Peddapalli,1036781.0,81430.0,35.0,619960.0,416343.0,514598.0,521558.0,147.0,78710.0,958071.0
TG,Telangana,Rajanna Sircilla,781813,1300,5,430588,351225,364357,417285,171,67475,714338,TG,Telangana,Rajanna Sircilla,784490.0,49700.0,32.0,432029.0,352383.0,365725.0,418516.0,171.0,68932.0,715558.0
TG,Telangana,Ranga Reddy,4653397,17714,30,2741558,1911839,2573955,2078638,804,1043643,3579221,TG,Telangana,Ranga Reddy,4676792.0,530930.0,389.0,2753722.0,1922161.0,2586396.0,2088677.0,810.0,1052810.0,3593425.0
TG,Telangana,Sangareddy,1983898,176100,105,1260855,723043,1026752,956815,331,262748,1721150,TG,Telangana,Sangareddy,2005447.0,278610.0,92.0,1266410.0,737418.0,1037250.0,966245.0,333.0,269028.0,1736419.0
TG,Telangana,Siddipet,1236470,44760,73,769958,466512,590714,645535,221,163928,1072542,TG,Telangana,Siddipet,1249962.0,54010.0,73.0,773401.0,475459.0,597282.0,651354.0,224.0,166770.0,1083192.0
TG,Telangana,Suryapet,1326349,0,0,780919,545430,637572,688251,526,125061,1201288,TG,Telangana,Suryapet,1333252.0,36260.0,65.0,783834.0,548905.0,640898.0,691313.0,528.0,127715.0,1205537.0
TG,Telangana,Vikarabad,1053549,3600,4,716093,337456,506538,546835,176,29826,1023723,TG,Telangana,Vikarabad,1061950.0,152330.0,134.0,719907.0,341766.0,510584.0,550913.0,176.0,32912.0,1029038.0
TG,Telangana,Wanaparthy,711652,0,0,444274,267378,342023,369500,129,59364,652288,TG,Telangana,Wanaparthy,717266.0,31500.0,113.0,446959.0,269808.0,344681.0,371957.0,129.0,62068.0,655198.0
TG,Telangana,Warangal Rural,819776,25300,22,530946,288830,383627,435950,199,44177,775599,TG,Telangana,Warangal Rural,827867.0,157561.0,158.0,533672.0,294063.0,387538.0,439995.0,202.0,46623.0,781244.0
TG,Telangana,Warangal Urban,1578861,2280,4,886112,692749,767314,811229,318,153695,1422723,TG,Telangana,Warangal Urban,1587202.0,167032.0,168.0,891159.0,695544.0,771430.0,814950.0,323.0,158016.0,1426743.0
TG,Telangana,Yadadri Bhuvanagiri,997886,0,0,557419,440467,491331,506308,247,161318,836568,TG,Telangana,Yadadri Bhuvanagiri,1003091.0,60900.0,48.0,559967.0,442756.0,493931.0,508545.0,247.0,163539.0,839552.0
TR,Tripura,Dhalai,490463,2000,5,273534,216929,258989,231413,61,12293,478170,TR,Tripura,Dhalai,491497.0,61370.0,175.0,273935.0,217152.0,259314.0,231712.0,61.0,12634.0,478863.0
TR,Tripura,Gomati,581991,5300,4,308328,273663,299742,282180,69,12018,569973,TR,Tripura,Gomati,582748.0,92293.0,76.0,308849.0,273783.0,300082.0,282481.0,69.0,12466.0,570282.0
TR,Tripura,Khowai,374352,0,0,212765,161587,189699,184599,54,7126,367226,TR,Tripura,Khowai,375395.0,13430.0,73.0,213483.0,161791.0,190208.0,185012.0,54.0,7793.0,367602.0
TR,Tripura,North Tripura,549630,0,0,304408,245222,279057,270460,113,12285,537345,TR,Tripura,North Tripura,550607.0,30160.0,36.0,304913.0,245392.0,279441.0,270751.0,113.0,12661.0,537946.0
TR,Tripura,Sipahijala,631020,48056,148,352907,278113,320276,310638,106,14650,616370,TR,Tripura,Sipahijala,632686.0,47633.0,146.0,354130.0,278396.0,320863.0,311557.0,106.0,15760.0,616926.0
TR,Tripura,South Tripura,589480,0,0,322750,266730,296767,292630,83,13452,576028,TR,Tripura,South Tripura,590918.0,35424.0,27.0,323850.0,266896.0,297559.0,293104.0,83.0,14515.0,576403.0
TR,Tripura,Unokoti,324727,0,0,187064,137663,161588,163103,36,8558,316169,TR,Tripura,Unokoti,325719.0,7760.0,15.0,187672.0,137918.0,162023.0,163531.0,36.0,9076.0,316643.0
TR,Tripura,West Tripura,1280441,460,2,718778,561663,642023,638200,218,120709,1159732,TR,Tripura,West Tripura,1284728.0,238683.0,203.0,720839.0,562861.0,643743.0,639739.0,218.0,122750.0,1161978.0
UP,Uttar Pradesh,Agra,4781231,227380,213,3034282,1746949,2482493,2295828,2910,573473,4207758,UP,Uttar Pradesh,Agra,4824006.0,349006.0,601.0,3060173.0,1762409.0,2504146.0,2315506.0,2930.0,588228.0,4235778.0
UP,Uttar Pradesh,Aligarh,3863065,278974,348,2470032,1393033,1977864,1884314,887,815193,3047872,UP,Uttar Pradesh,Aligarh,3890489.0,316273.0,348.0,2486516.0,1402253.0,1991909.0,1895964.0,895.0,831822.0,3058667.0
UP,Uttar Pradesh,Ambedkar Nagar,2645942,178760,113,1719697,926245,1310804,1333159,1979,287792,2358150,UP,Uttar Pradesh,Ambedkar Nagar,2662392.0,140830.0,124.0,1727872.0,934149.0,1318047.0,1341986.0,1988.0,296216.0,2366176.0
UP,Uttar Pradesh,Amethi,2126021,89936,123,1292849,833172,1037596,1087857,568,576665,1549356,UP,Uttar Pradesh,Amethi,2144060.0,144920.0,172.0,1303726.0,840130.0,1046446.0,1096836.0,574.0,585520.0,1558540.0
UP,Uttar Pradesh,Amroha,1764754,390960,130,1093677,671077,924109,839906,739,210752,1554002,UP,Uttar Pradesh,Amroha,1783806.0,561800.0,144.0,1104688.0,678815.0,934513.0,848248.0,742.0,216545.0,1567261.0
UP,Uttar Pradesh,Auraiya,1364127,86400,197,885939,478188,708945,654724,458,99873,1264254,UP,Uttar Pradesh,Auraiya,1382109.0,125450.0,195.0,898976.0,482815.0,718792.0,662540.0,458.0,102714.0,1279395.0
UP,Uttar Pradesh,Ayodhya,2808690,36010,172,1772328,1036362,1371215,1435190,2285,345486,2463204,UP,Uttar Pradesh,Ayodhya,2831512.0,87084.0,339.0,1785410.0,1045660.0,1381747.0,1447008.0,2314.0,355199.0,2476313.0
UP,Uttar Pradesh,Azamgarh,5391663,266031,197,3548133,1843530,2677639,2711175,2849,729067,4662596,UP,Uttar Pradesh,Azamgarh,5440662.0,523137.0,268.0,3572994.0,1862790.0,2698435.0,2734479.0,2870.0,754981.0,4685681.0
UP,Uttar Pradesh,Budaun,3402888,132991,161,2223683,1179205,1852813,1549321,754,310624,3092264,UP,Uttar Pradesh,Budaun,3449738.0,163057.0,177.0,2241362.0,1208168.0,1877903.0,1570870.0,757.0,321355.0,3128383.0
UP,Uttar Pradesh,Baghpat,1550935,6825,21,884997,665938,817195,733235,505,152869,1398066,UP,Uttar Pradesh,Baghpat,1560069.0,83084.0,137.0,892208.0,667450.0,822218.0,736933.0,507.0,159551.0,1400518.0
UP,Uttar Pradesh,Bahraich,3698101,198556,309,2312692,1385409,1909538,1787916,647,321998,3376103,UP,Uttar Pradesh,Bahraich,3728561.0,218652.0,308.0,2328327.0,1399865.0,1924738.0,1802801.0,653.0,333331.0,3395230.0
UP,Uttar Pradesh,Balrampur,2268932,159854,191,1414348,854584,1182356,1086180,396,300667,1968265,UP,Uttar Pradesh,Balrampur,2292043.0,204073.0,204.0,1425445.0,866426.0,1193991.0,1097479.0,400.0,310159.0,1981884.0
UP,Uttar Pradesh,Ballia,3050150,115715,198,1815306,1234844,1480201,1567444,2505,379129,2671021,UP,Uttar Pradesh,Ballia,3088163.0,162089.0,214.0,1835339.0,1251732.0,1498167.0,1586364.0,2540.0,393569.0,2694594.0
UP,Uttar Pradesh,Banda,1902673,219979,105,1217569,685104,1011158,890975,540,323090,1579583,UP,Uttar Pradesh,Banda,1922333.0,274545.0,108.0,1227386.0,694841.0,1021639.0,900045.0,543.0,332157.0,1590176.0
UP,Uttar Pradesh,Barabanki,3353296,20227,48,2112350,1240946,1741908,1609276,2112,222608,3130688,UP,Uttar Pradesh,Barabanki,3379997.0,184495.0,356.0,2127686.0,1251512.0,1754768.0,1622307.0,2123.0,233605.0,3146392.0
UP,Uttar Pradesh,Bareilly,4823106,176391,400,3022018,1801088,2584690,2236926,1490,593958,4229148,UP,Uttar Pradesh,Bareilly,4858508.0,222854.0,525.0,3044201.0,1813180.0,2604097.0,2251780.0,1504.0,612241.0,4246267.0
UP,Uttar Pradesh,Basti,2562781,269449,316,1543543,1019238,1239897,1322231,653,261222,2301559,UP,Uttar Pradesh,Basti,2589741.0,388082.0,374.0,1552888.0,1035569.0,1253168.0,1334632.0,657.0,270830.0,2318911.0
UP,Uttar Pradesh,Bhadohi,1677868,86110,122,1074879,602989,830636,846143,1089,165021,1512847,UP,Uttar Pradesh,Bhadohi,1690068.0,157908.0,139.0,1083885.0,606092.0,836809.0,852074.0,1094.0,172445.0,1517623.0
UP,Uttar Pradesh,Bijnor,3787720,159592,312,2432526,1355194,1922028,1864231,1461,658920,3128800,UP,Uttar Pradesh,Bijnor,3820894.0,183817.0,252.0,2453528.0,1366423.0,1939204.0,1879266.0,1481.0,674591.0,3146303.0
UP,Uttar Pradesh,Bulandshahr,3586169,584601,246,2278370,1307799,1853310,1731994,865,370638,3215531,UP,Uttar Pradesh,Bulandshahr,3615259.0,665068.0,284.0,2296079.0,1318743.0,1868938.0,1745011.0,873.0,382327.0,3232932.0
UP,Uttar Pradesh,Chandauli,2074286,56337,107,1298403,775883,1050951,1022852,483,140134,1934152,UP,Uttar Pradesh,Chandauli,2092938.0,129354.0,256.0,1311874.0,780893.0,1059894.0,1032386.0,487.0,149950.0,1942988.0
UP,Uttar Pradesh,Chitrakoot,988442,133026,174,636357,352085,523060,465217,165,173211,815231,UP,Uttar Pradesh,Chitrakoot,1003964.0,178216.0,201.0,646601.0,357331.0,531333.0,472432.0,167.0,181320.0,822644.0
UP,Uttar Pradesh,Deoria,3193719,287865,557,1874474,1319245,1506390,1683975,3354,377920,2815799,UP,Uttar Pradesh,Deoria,3229437.0,321233.0,551.0,1891747.0,1333303.0,1520429.0,1701238.0,3383.0,392102.0,2837335.0
UP,Uttar Pradesh,Etah,1838438,65961,235,1159711,678727,961692,876236,509,155653,1682785,UP,Uttar Pradesh,Etah,1852453.0,96550.0,245.0,1165964.0,686333.0,969106.0,882680.0,510.0,160777.0,1691676.0
UP,Uttar Pradesh,Etawah,1842607,19102,32,1227896,614711,997214,844909,484,121836,1720771,UP,Uttar Pradesh,Etawah,1856120.0,125300.0,208.0,1233599.0,622022.0,1004282.0,850852.0,487.0,126497.0,1729623.0
UP,Uttar Pradesh,Farrukhabad,1762958,117550,119,1167656,595302,926895,835541,522,130433,1632525,UP,Uttar Pradesh,Farrukhabad,1780156.0,179962.0,230.0,1177784.0,602091.0,935946.0,843402.0,527.0,137966.0,1642190.0
UP,Uttar Pradesh,Fatehpur,2670724,271311,370,1660537,1010187,1341781,1328438,505,660766,2009958,UP,Uttar Pradesh,Fatehpur,2699709.0,291714.0,375.0,1673550.0,1024475.0,1355876.0,1341638.0,511.0,674167.0,2025542.0
UP,Uttar Pradesh,Firozabad,2548097,256591,218,1710407,837690,1351230,1196251,616,627984,1920113,UP,Uttar Pradesh,Firozabad,2571421.0,266482.0,225.0,1725367.0,845578.0,1363522.0,1206804.0,619.0,642808.0,1928613.0
UP,Uttar Pradesh,Gautam Buddha Nagar,3414078,15312,24,2003501,1410577,2062765,1349604,1709,371528,3042550,UP,Uttar Pradesh,Gautam Buddha Nagar,3433725.0,67074.0,133.0,2015276.0,1416539.0,2073215.0,1356857.0,1743.0,382158.0,3051567.0
UP,Uttar Pradesh,Ghaziabad,4658123,261676,223,2790317,1867806,2575026,2080940,2157,618603,4022866,UP,Uttar Pradesh,Ghaziabad,4693356.0,331603.0,236.0,2812170.0,1878357.0,2593254.0,2095085.0,2188.0,639077.0,4037591.0
UP,Uttar Pradesh,Ghazipur,3605908,564753,166,2420370,1185538,1835447,1767404,3057,546899,3059009,UP,Uttar Pradesh,Ghazipur,3675769.0,765624.0,170.0,2474543.0,1201100.0,1872457.0,1800081.0,3105.0,573523.0,3102246.0
UP,Uttar Pradesh,Gonda,3582359,209027,150,2286720,1295639,1797212,1783954,1193,629490,2952869,UP,Uttar Pradesh,Gonda,3617848.0,242519.0,177.0,2312850.0,1304680.0,1814667.0,1801651.0,1211.0,650026.0,2967822.0
UP,Uttar Pradesh,Gorakhpur,4784811,220366,241,2910678,1874133,2328230,2453773,2808,618244,4166567,UP,Uttar Pradesh,Gorakhpur,4832086.0,307880.0,305.0,2943987.0,1886982.0,2351461.0,2476661.0,2846.0,636631.0,4195455.0
UP,Uttar Pradesh,Hamirpur,1170528,54260,116,743537,426991,625364,544941,223,114590,1055938,UP,Uttar Pradesh,Hamirpur,1179180.0,75530.0,119.0,750725.0,428313.0,629920.0,548894.0,224.0,120166.0,1059014.0
UP,Uttar Pradesh,Hapur,1422022,83643,117,895078,526944,741692,679940,390,103313,1318709,UP,Uttar Pradesh,Hapur,1435347.0,93001.0,122.0,902231.0,532863.0,749063.0,685637.0,394.0,109304.0,1326043.0
UP,Uttar Pradesh,Hardoi,4011065,384421,131,2437628,1573437,2110544,1899819,702,436958,3574107,UP,Uttar Pradesh,Hardoi,4054075.0,607905.0,176.0,2457474.0,1596157.0,2133634.0,1919278.0,718.0,451121.0,3602954.0
UP,Uttar Pradesh,Hathras,1648091,53602,43,1018340,629751,836896,810753,442,415449,1232642,UP,Uttar Pradesh,Hathras,1664713.0,278246.0,195.0,1027776.0,634963.0,845183.0,817110.0,446.0,425953.0,1238760.0
UP,Uttar Pradesh,Jalaun,1652779,93438,222,1055267,597512,867638,784699,442,111815,1540964,UP,Uttar Pradesh,Jalaun,1680564.0,192472.0,331.0,1066674.0,613586.0,882321.0,797491.0,448.0,117881.0,1562683.0
UP,Uttar Pradesh,Jaunpur,5180986,634531,229,3301501,1879485,2469770,2707167,4049,686211,4494775,UP,Uttar Pradesh,Jaunpur,5224102.0,637982.0,228.0,3331770.0,1891714.0,2488158.0,2731254.0,4072.0,709972.0,4514130.0
UP,Uttar Pradesh,Jhansi,2294893,9504,7,1462188,832705,1194916,1099244,733,293703,2001190,UP,Uttar Pradesh,Jhansi,2313830.0,240521.0,192.0,1475511.0,837890.0,1204812.0,1107839.0,750.0,301705.0,2012125.0
UP,Uttar Pradesh,Kannauj,1855815,483240,143,1210520,645295,1017464,837868,483,122363,1733452,UP,Uttar Pradesh,Kannauj,1868616.0,407980.0,135.0,1217075.0,651111.0,1024126.0,843576.0,484.0,127461.0,1741155.0
UP,Uttar Pradesh,Kanpur Dehat,1998476,37225,82,1230806,767670,1051954,945859,663,146507,1851969,UP,Uttar Pradesh,Kanpur Dehat,2012721.0,93306.0,186.0,1239194.0,771920.0,1058492.0,951940.0,682.0,153480.0,1859241.0
UP,Uttar Pradesh,Kanpur Nagar,4913795,74658,357,3068179,1845616,2576995,2335103,1697,326186,4586993,UP,Uttar Pradesh,Kanpur Nagar,4957301.0,97389.0,409.0,3094798.0,1859337.0,2597653.0,2354763.0,1719.0,344213.0,4612472.0
UP,Uttar Pradesh,Kasganj,1357546,115700,204,886308,471238,715569,641761,216,117096,1240450,UP,Uttar Pradesh,Kasganj,1375478.0,139090.0,211.0,893708.0,481605.0,725501.0,649590.0,222.0,121979.0,1253499.0
UP,Uttar Pradesh,Kaushambi,1662279,70485,101,1061573,600706,850358,811656,265,166928,1495351,UP,Uttar Pradesh,Kaushambi,1683436.0,129292.0,168.0,1071390.0,611309.0,860915.0,821514.0,269.0,175263.0,1508173.0
UP,Uttar Pradesh,Kushinagar,3301035,390487,394,2041690,1259345,1553459,1744839,2737,645744,2655291,UP,Uttar Pradesh,Kushinagar,3338695.0,340719.0,407.0,2062358.0,1276105.0,1570684.0,1765008.0,2771.0,664216.0,2674479.0
UP,Uttar Pradesh,Lakhimpur Kheri,3470224,283174,250,2316309,1153915,1859347,1608029,2848,373047,3097177,UP,Uttar Pradesh,Lakhimpur Kheri,3520329.0,330014.0,265.0,2337243.0,1182798.0,1885632.0,1631520.0,2889.0,391444.0,3128885.0
UP,Uttar Pradesh,Lalitpur,1223326,147740,206,756600,466726,636638,586070,618,134449,1088877,UP,Uttar Pradesh,Lalitpur,1245880.0,167641.0,209.0,767483.0,478350.0,649149.0,596059.0,625.0,140050.0,1105830.0
UP,Uttar Pradesh,Lucknow,6298754,232540,145,3743252,2555502,3370157,2925660,2937,947899,5322287,UP,Uttar Pradesh,Lucknow,6351774.0,443919.0,235.0,3772055.0,2575361.0,3394193.0,2950251.0,2972.0,972854.0,5350301.0
UP,Uttar Pradesh,Maharajganj,2644038,54038,52,1576173,1067865,1261068,1381543,1427,545422,2098616,UP,Uttar Pradesh,Maharajganj,2678199.0,259713.0,225.0,1592948.0,1085004.0,1277591.0,1398924.0,1437.0,563045.0,2115154.0
UP,Uttar Pradesh,Mahoba,840839,90631,151,533304,307535,443097,397528,214,60234,780605,UP,Uttar Pradesh,Mahoba,848369.0,103981.0,144.0,538407.0,309576.0,446807.0,400960.0,216.0,63419.0,784950.0
UP,Uttar Pradesh,Mainpuri,2096582,223385,229,1389833,706749,1122813,973149,620,192026,1904556,UP,Uttar Pradesh,Mainpuri,2117408.0,239510.0,224.0,1398387.0,718326.0,1134033.0,982054.0,626.0,198294.0,1919114.0
UP,Uttar Pradesh,Mathura,2643434,125338,119,1716718,926716,1410972,1231653,809,394229,2247382,UP,Uttar Pradesh,Mathura,2671975.0,198307.0,185.0,1737799.0,933775.0,1427559.0,1243201.0,814.0,409430.0,2260722.0
UP,Uttar Pradesh,Mau,2343436,262388,195,1466055,877381,1181439,1160234,1763,171449,2171987,UP,Uttar Pradesh,Mau,2369861.0,306477.0,207.0,1479678.0,889765.0,1194695.0,1172967.0,1781.0,177513.0,2192348.0
