State,District,Second Dose Administered,Precautionary Dose Administered,Male(Doses Administered),State,District,Second Dose Administered,Precautionary Dose Administered,Male(Doses Administered)
Jharkhand,East Singhbhum,1171122,5221,1453983,Jharkhand,Seraikela Kharsawan,371808.0,461.0,534361.0
Jharkhand,Seraikela Kharsawan,369465,426,531855,Jharkhand,Simdega,242897.0,271.0,297852.0
Jharkhand,Simdega,242388,263,297169,Jharkhand,Lohardaga,165070.0,880.0,224339.0
Jharkhand,Lohardaga,163865,823,222540,Jharkhand,Gumla,370411.0,3947.0,515187.0
Jharkhand,Gumla,367219,3788,511294,Jharkhand,Khunti,219882.0,3411.0,297755.0
Jharkhand,Khunti,218312,3151,296547,Jharkhand,Deoghar,531649.0,2670.0,755778.0
Jharkhand,Deoghar,529823,2559,750936,Jharkhand,Ramgarh,400728.0,1743.0,527968.0
Jharkhand,Ramgarh,399742,1646,526838,Jharkhand,Hazaribagh,686861.0,2258.0,860799.0
Jharkhand,Hazaribagh,684758,2121,858141,Jharkhand,Dhanbad,928069.0,4680.0,1286239.0
Jharkhand,Giridih,785587,1505,1031224,Jharkhand,Jamtara,269402.0,331.0,393386.0
Jharkhand,Dhanbad,922800,4037,1281838,Jharkhand,Sahebganj,354336.0,601.0,546133.0
Jharkhand,Dumka,530673,950,670433,Jharkhand,Pakur,282750.0,300.0,434426.0
Jharkhand,Jamtara,268194,294,392133,Jharkhand,Godda,463402.0,1466.0,617558.0
Jharkhand,Sahebganj,353288,569,545003,Jharkhand,West Singhbhum,492622.0,2225.0,711086.0
Jharkhand,Pakur,279372,256,431830,Karnataka,Belgaum,3052636.0,15352.0,3365219.0
Jharkhand,Godda,461232,1238,615533,Karnataka,Bangalore Urban,1104014.0,8498.0,1421859.0
Jharkhand,West Singhbhum,491124,1981,708499,Karnataka,Mysore,2151677.0,18213.0,2284380.0
Karnataka,Belgaum,3052249,15265,3364938,Karnataka,Gulbarga,1339665.0,5460.0,1609673.0
Karnataka,Bangalore Urban,1103084,8339,1420899,Karnataka,Chitradurga,979939.0,5753.0,1107128.0
Karnataka,Mysore,2149915,17935,2283193,Karnataka,Dakshina Kannada,1378302.0,14622.0,1541299.0
Karnataka,Gulbarga,1336879,5301,1607672,Karnataka,Bagalkot,1165787.0,3609.0,1283118.0
Karnataka,Chitradurga,979704,5738,1106966,Karnataka,Chamarajanagar,635743.0,2623.0,675367.0
Karnataka,Dakshina Kannada,1377689,14462,1540790,Karnataka,Bidar,1009650.0,6343.0,1150754.0
Karnataka,Bagalkot,1165070,3492,1282662,Karnataka,Chikamagalur,697138.0,4046.0,742445.0
Karnataka,Chamarajanagar,635263,2579,675095,Karnataka,Bellary,1634924.0,7966.0,1866942.0
Karnataka,Bidar,1008875,6067,1150246,Karnataka,Davanagere,990433.0,5114.0,1107160.0
Karnataka,Chikamagalur,696985,4026,742315,Karnataka,Bangalore Rural,718103.0,5276.0,851170.0
Karnataka,Bellary,1634675,7891,1866742,Karnataka,Kolar,991171.0,4576.0,1130851.0
Karnataka,Davanagere,989592,5090,1106657,Karnataka,Dharwad,1192023.0,8269.0,1365603.0
Karnataka,Bangalore Rural,717670,5208,850724,Karnataka,Haveri,915659.0,4153.0,1049073.0
Karnataka,Kolar,989594,4508,1129820,Karnataka,Gadag,688351.0,4733.0,740003.0
Karnataka,Dharwad,1190110,7871,1364302,Karnataka,Uttar Kannada,910312.0,9799.0,1010269.0
Karnataka,Haveri,915117,4153,1048741,Karnataka,Koppal,786820.0,3565.0,871350.0
Karnataka,Gadag,688280,4668,739745,Karnataka,Kodagu,382970.0,2530.0,395833.0
Karnataka,Uttar Kannada,909996,9726,1010028,Karnataka,Raichur,1004920.0,5805.0,1143343.0
Karnataka,Koppal,786636,3550,871258,Karnataka,Yadgir,641079.0,2109.0,744092.0
Karnataka,Kodagu,382949,2494,395809,Karnataka,Udupi,860910.0,10004.0,894731.0
Karnataka,Raichur,1004048,5687,1142814,Karnataka,Shimoga,1066066.0,6778.0,1166082.0
Karnataka,Yadgir,639664,1813,740732,Karnataka,Tumkur,1643885.0,12534.0,1796049.0
Karnataka,Udupi,860436,9867,894325,Karnataka,Hassan,1185943.0,6783.0,1243362.0
Karnataka,Shimoga,1065693,6683,1165839,Karnataka,Mandya,1206246.0,8429.0,1201383.0
Karnataka,Tumkur,1641391,12336,1794608,Karnataka,Chikkaballapur,840971.0,4519.0,911337.0
Karnataka,Hassan,1185818,6754,1243222,Karnataka,Ramanagara,729682.0,4379.0,778744.0
Karnataka,Mandya,1206225,8423,1201367,Karnataka,Vijayapura,1475913.0,5375.0,1649389.0
Karnataka,Chikkaballapur,837334,4444,909378,Karnataka,BBMP,7227550.0,55336.0,8864297.0
Karnataka,Ramanagara,729559,4348,778636,Kerala,Kasaragod,777060.0,3809.0,835836.0
Karnataka,Vijayapura,1468376,5303,1645056,Kerala,Thiruvananthapuram,2242837.0,23579.0,2352876.0
Karnataka,BBMP,7220935,53029,8857539,Kerala,Kannur,1684029.0,14237.0,1753669.0
Kerala,Kasaragod,776622,3673,835429,Kerala,Kollam,1706809.0,10642.0,1745632.0
Kerala,Thiruvananthapuram,2242581,23060,2352390,Kerala,Wayanad,581485.0,5555.0,627638.0
Kerala,Kannur,1683958,14126,1753599,Kerala,Pathanamthitta,896091.0,11078.0,950403.0
Kerala,Kollam,1706758,10608,1745590,Kerala,Alappuzha,1425148.0,11979.0,1446116.0
Kerala,Wayanad,581474,5524,627620,Kerala,Malappuram,2292224.0,10064.0,2570711.0
Kerala,Pathanamthitta,895980,11003,950291,Kerala,Thrissur,2152624.0,24424.0,2181961.0
Kerala,Alappuzha,1424404,11767,1445013,Kerala,Kottayam,1303908.0,13585.0,1421395.0
Kerala,Malappuram,2291446,9978,2568489,Kerala,Kozhikode,1970570.0,12814.0,2131020.0
Kerala,Thrissur,2151671,23569,2180854,Kerala,Idukki,715241.0,3239.0,816119.0
Kerala,Kottayam,1303559,13236,1421005,Kerala,Ernakulam,2509482.0,17647.0,2873354.0
Kerala,Kozhikode,1970468,12665,2130937,Kerala,Palakkad,1724641.0,9528.0,1839896.0
Kerala,Idukki,715232,3233,816087,Ladakh,Kargil,75678.0,774.0,90751.0
Kerala,Ernakulam,2508204,17464,2871962,Ladakh,Leh,101068.0,2798.0,138772.0
Kerala,Palakkad,1724599,9490,1839863,Lakshadweep,Lakshadweep,53402.0,1211.0,60049.0
Ladakh,Kargil,75677,774,90749,Maharashtra,Pune,6849604.0,43223.0,8981582.0
Ladakh,Leh,101068,2798,138772,Maharashtra,Akola,638759.0,3169.0,925868.0
Lakshadweep,Lakshadweep,53399,1169,60047,Maharashtra,Nagpur,2441798.0,18232.0,3180059.0
Maharashtra,Pune,6841560,41512,8974535,Maharashtra,Amravati,1107096.0,5006.0,1559625.0
Maharashtra,Akola,638446,3032,925514,Maharashtra,Buldhana,1008871.0,1873.0,1411629.0
Maharashtra,Nagpur,2441061,17957,3179421,Maharashtra,Yavatmal,1049592.0,3235.0,1464121.0
Maharashtra,Amravati,1106647,4862,1559204,Maharashtra,Washim,586104.0,2044.0,736008.0
Maharashtra,Buldhana,1008718,1853,1411524,Maharashtra,Bhandara,756920.0,7073.0,834038.0
Maharashtra,Yavatmal,1048884,3222,1463641,Maharashtra,Kolhapur,2072954.0,9853.0,2554601.0
Maharashtra,Washim,584776,1954,733752,Maharashtra,Ratnagiri,780747.0,5046.0,916501.0
Maharashtra,Bhandara,756858,7068,833994,Maharashtra,Sangli,1537494.0,6276.0,1877800.0
Maharashtra,Kolhapur,2072015,9641,2553878,Maharashtra,Sindhudurg,462316.0,1830.0,542115.0
Maharashtra,Ratnagiri,780132,5035,916202,Maharashtra,Solapur,1810059.0,6178.0,2498818.0
Maharashtra,Sangli,1537310,6259,1877647,Maharashtra,Satara,1657066.0,8666.0,1969667.0
Maharashtra,Sindhudurg,462316,1830,542115,Maharashtra,Wardha,606950.0,4281.0,786434.0
Maharashtra,Solapur,1808187,6020,2497182,Maharashtra,Gondia,737729.0,2466.0,846385.0
Maharashtra,Satara,1656522,8612,1969321,Maharashtra,Gadchiroli,500947.0,837.0,630099.0
Maharashtra,Wardha,606397,4209,786053,Maharashtra,Chandrapur,1110425.0,2878.0,1360907.0
Maharashtra,Gondia,737565,2466,846273,Maharashtra,Osmanabad,626312.0,2868.0,889021.0
Maharashtra,Gadchiroli,500294,830,629557,Maharashtra,Nanded,1223634.0,2498.0,1744022.0
Maharashtra,Chandrapur,1109987,2750,1360499,Maharashtra,Latur,957916.0,3648.0,1365427.0
Maharashtra,Osmanabad,626117,2867,888902,Maharashtra,Beed,970553.0,3749.0,1405675.0
Maharashtra,Nanded,1213676,2376,1737809,Maharashtra,Parbhani,806412.0,1529.0,1068647.0
Maharashtra,Latur,957396,3613,1365073,Maharashtra,Hingoli,472102.0,1161.0,654346.0
Maharashtra,Beed,969687,3689,1405011,Maharashtra,Nandurbar,615930.0,4184.0,854788.0
Maharashtra,Parbhani,805007,1451,1067545,Maharashtra,Dhule,938886.0,2811.0,1193314.0
Maharashtra,Hingoli,471832,1112,654173,Maharashtra,Nashik,2691202.0,19579.0,3794422.0
Maharashtra,Nandurbar,615422,4154,854440,Maharashtra,Jalgaon,1792711.0,8786.0,2337782.0
Maharashtra,Dhule,938698,2773,1193170,Maharashtra,Ahmednagar,1945615.0,8652.0,2667253.0
Maharashtra,Nashik,2690624,19522,3793986,Maharashtra,Thane,5075763.0,31381.0,6551975.0
Maharashtra,Jalgaon,1792367,8741,2336187,Maharashtra,Raigad,1710627.0,7360.0,2172832.0
Maharashtra,Ahmednagar,1943764,8463,2665615,Maharashtra,Palghar,1789774.0,6354.0,2206313.0
Maharashtra,Thane,5072283,30843,6549572,Maharashtra,Mumbai,8448432.0,80273.0,11033711.0
Maharashtra,Raigad,1709030,7176,2171704,Maharashtra,Jalna,830170.0,1710.0,1144438.0
Maharashtra,Palghar,1788330,6308,2205009,Maharashtra,Aurangabad,1463734.0,7001.0,2299499.0
Maharashtra,Mumbai,8447193,79758,11032119,Meghalaya,East Khasi Hills,286538.0,4779.0,326253.0
Maharashtra,Jalna,830147,1710,1144419,Meghalaya,South West Khasi Hills,25301.0,35.0,32856.0
Maharashtra,Aurangabad,1462825,6960,2298899,Meghalaya,West Jaintia Hills,71652.0,359.0,83619.0
Meghalaya,East Khasi Hills,286534,4779,326249,Meghalaya,Ri-Bhoi,75339.0,415.0,103619.0
Meghalaya,South West Khasi Hills,25301,35,32856,Meghalaya,East Jaintia Hills,52649.0,208.0,75857.0
Meghalaya,West Jaintia Hills,71652,359,83619,Meghalaya,West Khasi Hills,59787.0,224.0,73799.0
Meghalaya,Ri-Bhoi,75336,392,103618,Meghalaya,West Garo Hills,167035.0,3129.0,206408.0
Meghalaya,East Jaintia Hills,52649,208,75857,Meghalaya,South Garo Hills,30580.0,212.0,43393.0
Meghalaya,West Khasi Hills,59786,222,73794,Meghalaya,South West Garo Hills,59752.0,495.0,74258.0
Meghalaya,West Garo Hills,167035,3129,206407,Meghalaya,North Garo Hills,47064.0,286.0,61762.0
Meghalaya,South Garo Hills,30546,211,43224,Meghalaya,East Garo Hills,37094.0,361.0,53935.0
Meghalaya,South West Garo Hills,59752,495,74258,Manipur,Bishnupur,101992.0,120.0,116007.0
Meghalaya,North Garo Hills,47049,286,61736,Manipur,Chandel,22148.0,673.0,28613.0
Meghalaya,East Garo Hills,37087,361,53923,Manipur,Churachandpur,85068.0,935.0,102674.0
Manipur,Bishnupur,101988,120,115962,Manipur,Imphal East,205794.0,1556.0,243783.0
Manipur,Chandel,22124,634,28598,Manipur,Imphal West,260731.0,1524.0,303573.0
Manipur,Churachandpur,85068,914,102674,Manipur,Senapati,24268.0,109.0,33318.0
Manipur,Imphal East,205776,1553,243767,Manipur,Tamenglong,16953.0,50.0,24388.0
Manipur,Imphal West,260730,1524,303573,Manipur,Thoubal,102353.0,173.0,128727.0
Manipur,Senapati,24268,78,33311,Manipur,Ukhrul,21337.0,115.0,29314.0
Manipur,Tamenglong,16952,50,24386,Manipur,Tengnoupal,19511.0,334.0,27274.0
Manipur,Thoubal,102302,171,128689,Manipur,Kangpokpi,30554.0,37.0,40451.0
Manipur,Ukhrul,21252,114,29225,Manipur,Kamjong,8524.0,20.0,12501.0
Manipur,Tengnoupal,19487,334,27254,Manipur,Jiribam,23882.0,88.0,28923.0
Manipur,Kangpokpi,30502,37,40374,Manipur,Pherzawl,12758.0,23.0,13676.0
Manipur,Kamjong,8500,20,12482,Manipur,Noney,13879.0,199.0,20721.0
Manipur,Jiribam,23882,88,28923,Manipur,Kakching,69815.0,109.0,79233.0
Manipur,Pherzawl,12758,23,13676,Madhya Pradesh,Bhopal,1932496.0,27143.0,2289030.0
Manipur,Noney,13879,199,20721,Madhya Pradesh,Gwalior,1485719.0,13757.0,1686515.0
Manipur,Kakching,69815,109,79233,Madhya Pradesh,Indore,2912879.0,25975.0,3329353.0
Madhya Pradesh,Bhopal,1931779,26880,2288369,Madhya Pradesh,Jabalpur,1997804.0,22923.0,2099561.0
Madhya Pradesh,Gwalior,1484788,12941,1682867,Madhya Pradesh,Rewa,1682503.0,9206.0,1792379.0
Madhya Pradesh,Indore,2912436,25791,3329078,Madhya Pradesh,Sagar,1605989.0,10591.0,1777818.0
Madhya Pradesh,Jabalpur,1996195,20180,2098103,Madhya Pradesh,Ujjain,1446923.0,7844.0,1553138.0
Madhya Pradesh,Rewa,1682033,9089,1791874,Madhya Pradesh,Mandsaur,975940.0,5208.0,1037854.0
Madhya Pradesh,Sagar,1605164,9183,1776827,Madhya Pradesh,Agar,443310.0,1751.0,486743.0
Madhya Pradesh,Ujjain,1446862,7413,1553060,Madhya Pradesh,Shajapur,647236.0,3435.0,689685.0
Madhya Pradesh,Mandsaur,975902,5104,1035271,Madhya Pradesh,Ratlam,1065879.0,6148.0,1130363.0
Madhya Pradesh,Agar,443256,1731,485878,Madhya Pradesh,Neemuch,589157.0,5272.0,626462.0
Madhya Pradesh,Shajapur,647184,3378,689056,Madhya Pradesh,Dewas,1050743.0,6620.0,1131068.0
Madhya Pradesh,Ratlam,1065752,5993,1126492,Madhya Pradesh,Tikamgarh,967434.0,3994.0,1086513.0
Madhya Pradesh,Neemuch,589069,4688,625124,Madhya Pradesh,Panna,648193.0,4008.0,728747.0
Madhya Pradesh,Dewas,1050688,6595,1131030,Madhya Pradesh,Damoh,860843.0,5484.0,932032.0
Madhya Pradesh,Tikamgarh,966578,2761,1083855,Madhya Pradesh,Chhatarpur,1104320.0,4013.0,1281297.0
Madhya Pradesh,Panna,648069,3998,727786,Madhya Pradesh,Umaria,465398.0,1539.0,494727.0
Madhya Pradesh,Damoh,860784,5406,931495,Madhya Pradesh,Singrauli,726768.0,3453.0,874876.0
Madhya Pradesh,Chhatarpur,1101840,3720,1278081,Madhya Pradesh,Sidhi,679542.0,4870.0,748161.0
Madhya Pradesh,Umaria,465357,1522,494551,Madhya Pradesh,Shahdol,756299.0,2827.0,810433.0
Madhya Pradesh,Singrauli,726586,3418,874563,Madhya Pradesh,Satna,1566829.0,5121.0,1720453.0
Madhya Pradesh,Sidhi,679085,4004,738155,Madhya Pradesh,Anuppur,493659.0,1944.0,520734.0
Madhya Pradesh,Shahdol,756252,2381,810245,Madhya Pradesh,Mandla,701131.0,4004.0,711693.0
Madhya Pradesh,Satna,1566626,4717,1720134,Madhya Pradesh,Dindori,492895.0,4417.0,503996.0
Madhya Pradesh,Anuppur,493620,1772,520526,Madhya Pradesh,Chhindwara,1649029.0,8878.0,1745615.0
Madhya Pradesh,Mandla,701107,3981,711651,Madhya Pradesh,Balaghat,1298906.0,12098.0,1344546.0
Madhya Pradesh,Dindori,492895,4393,503994,Madhya Pradesh,Khandwa,920224.0,4464.0,983711.0
Madhya Pradesh,Chhindwara,1649006,8869,1745428,Madhya Pradesh,Jhabua,593452.0,5162.0,667817.0
Madhya Pradesh,Balaghat,1298881,12010,1342702,Madhya Pradesh,Dhar,1425018.0,6944.0,1584872.0
Madhya Pradesh,Khandwa,919919,4077,981953,Madhya Pradesh,Burhanpur,526542.0,4257.0,573065.0
Madhya Pradesh,Jhabua,593185,5103,667166,Madhya Pradesh,Barwani,787269.0,4191.0,874311.0
Madhya Pradesh,Dhar,1424120,6729,1576570,Madhya Pradesh,Khargone,1184366.0,6552.0,1320565.0
Madhya Pradesh,Burhanpur,525535,3984,571595,Madhya Pradesh,Shivpuri,1115860.0,7300.0,1259881.0
Madhya Pradesh,Barwani,786161,3998,872934,Madhya Pradesh,Sheopur,424064.0,1821.0,468340.0
Madhya Pradesh,Khargone,1184346,6549,1320045,Madhya Pradesh,Morena,1326019.0,9852.0,1520338.0
Madhya Pradesh,Shivpuri,1114742,6838,1259091,Madhya Pradesh,Guna,845046.0,4044.0,938677.0
Madhya Pradesh,Sheopur,424048,1648,466663,Madhya Pradesh,Seoni,953864.0,9332.0,1003886.0
Madhya Pradesh,Morena,1325665,9201,1516558,Madhya Pradesh,Datia,577906.0,2441.0,641833.0
Madhya Pradesh,Guna,844944,3973,937608,Madhya Pradesh,Bhind,1084404.0,10739.0,1232998.0
Madhya Pradesh,Seoni,953673,9167,1001013,Madhya Pradesh,Narsinghpur,795357.0,5699.0,867131.0
Madhya Pradesh,Datia,577837,2407,640743,Madhya Pradesh,Katni,892717.0,3282.0,950686.0
Madhya Pradesh,Bhind,1082965,7874,1231996,Madhya Pradesh,Ashoknagar,552303.0,2319.0,615784.0
Madhya Pradesh,Narsinghpur,795143,5538,866820,Madhya Pradesh,Vidisha,984538.0,4774.0,1091131.0
Madhya Pradesh,Katni,892663,3219,950504,Madhya Pradesh,Sehore,899581.0,6495.0,1001302.0
Madhya Pradesh,Ashoknagar,552271,2252,615691,Madhya Pradesh,Alirajpur,380519.0,4854.0,438245.0
Madhya Pradesh,Vidisha,984247,4633,1085942,Madhya Pradesh,Rajgarh,1025693.0,4590.0,1117259.0
Madhya Pradesh,Sehore,899544,6354,1001245,Madhya Pradesh,Raisen,917952.0,4072.0,1015587.0
Madhya Pradesh,Alirajpur,379874,4232,437913,Madhya Pradesh,Hoshangabad,889769.0,5377.0,958011.0
Madhya Pradesh,Rajgarh,1025653,4351,1117183,Madhya Pradesh,Harda,395591.0,2109.0,439860.0
Madhya Pradesh,Raisen,917880,4052,1015509,Madhya Pradesh,Betul,1066481.0,7495.0,1143784.0
Madhya Pradesh,Hoshangabad,889676,5107,956862,Mizoram,Aizawl East,167027.0,1578.0,183600.0
Madhya Pradesh,Harda,394953,2011,438931,Mizoram,Aizawl West,103315.0,724.0,114926.0
Madhya Pradesh,Betul,1066249,7079,1142238,Mizoram,Mamit,36113.0,611.0,45044.0
Mizoram,Aizawl East,167027,1578,183600,Mizoram,Kolasib,41253.0,741.0,48373.0
Mizoram,Aizawl West,103315,724,114926,Mizoram,Champhai,62224.0,571.0,70730.0
Mizoram,Mamit,36113,611,45044,Mizoram,Serchhip,38744.0,792.0,43728.0
Mizoram,Kolasib,41253,741,48373,Mizoram,Lunglei,85963.0,583.0,98848.0
Mizoram,Champhai,62224,571,70730,Mizoram,Lawngtlai,38905.0,283.0,59838.0
Mizoram,Serchhip,38744,792,43728,Mizoram,Siaha,25454.0,241.0,32354.0
Mizoram,Lunglei,85963,583,98848,Nagaland,Dimapur,223768.0,2152.0,292005.0
Mizoram,Lawngtlai,38905,283,59838,Nagaland,Peren,15864.0,366.0,22719.0
Mizoram,Siaha,25445,235,32339,Nagaland,Wokha,26796.0,58.0,34991.0
Nagaland,Dimapur,223768,2152,292005,Nagaland,Mokokchung,62284.0,404.0,72266.0
Nagaland,Peren,15864,366,22719,Nagaland,Longleng,16587.0,0.0,21203.0
Nagaland,Wokha,26796,49,34991,Nagaland,Mon,55526.0,106.0,71198.0
Nagaland,Mokokchung,62283,404,72233,Nagaland,Tuensang,31400.0,194.0,44244.0
Nagaland,Longleng,16577,0,21195,Nagaland,Kohima,94187.0,349.0,116169.0
Nagaland,Mon,55466,106,71111,Nagaland,Zunheboto,27762.0,173.0,38041.0
Nagaland,Tuensang,31392,194,44239,Nagaland,Phek,26148.0,38.0,38098.0
Nagaland,Kohima,94184,349,116165,Nagaland,Kiphire,10681.0,167.0,19130.0
Nagaland,Zunheboto,27712,171,37948,Odisha,Angul,656416.0,5232.0,789287.0
Nagaland,Phek,26100,24,38032,Odisha,Khurda,1919756.0,31359.0,2214416.0
Nagaland,Kiphire,10673,157,19123,Odisha,Balasore,1189845.0,12025.0,1394798.0
Odisha,Angul,655967,4923,788684,Odisha,Balangir,763533.0,6672.0,965721.0
Odisha,Khurda,1918173,29574,2212747,Odisha,Ganjam,2208302.0,22876.0,2246419.0
Odisha,Balasore,1186754,11741,1392285,Odisha,Kandhamal,341977.0,5052.0,428888.0
Odisha,Balangir,761637,6461,962737,Odisha,Koraput,785814.0,9008.0,920481.0
Odisha,Ganjam,2204823,21922,2239770,Odisha,Sambalpur,698703.0,6541.0,817317.0
Odisha,Kandhamal,341043,5040,428267,Odisha,Sundargarh,989482.0,9000.0,1213209.0
Odisha,Koraput,783644,8809,918821,Odisha,Bhadrak,992435.0,4100.0,1034622.0
Odisha,Sambalpur,697523,6458,816413,Odisha,Kendujhar,982532.0,7889.0,1115114.0
Odisha,Sundargarh,988286,8871,1211566,Odisha,Mayurbhanj,1059611.0,8135.0,1347361.0
Odisha,Bhadrak,991299,3877,1033080,Odisha,Cuttack,1198584.0,19315.0,1510180.0
Odisha,Kendujhar,980260,7692,1113590,Odisha,Dhenkanal,608535.0,3334.0,735533.0
Odisha,Mayurbhanj,1053712,7904,1343782,Odisha,Jagatsinghpur,612099.0,8370.0,707051.0
Odisha,Cuttack,1197141,19232,1508997,Odisha,Jajpur,1009919.0,6466.0,1217019.0
Odisha,Dhenkanal,605817,3167,733938,Odisha,Kendrapara,735955.0,5491.0,831766.0
Odisha,Jagatsinghpur,610754,8218,706129,Odisha,Nayagarh,545980.0,4473.0,597956.0
Odisha,Jajpur,1004801,5896,1214073,Odisha,Puri,1020450.0,8855.0,1111344.0
Odisha,Kendrapara,734401,5234,830672,Odisha,Kalahandi,764528.0,5855.0,909165.0
Odisha,Nayagarh,544266,4344,596647,Odisha,Nuapada,313127.0,2829.0,386643.0
Odisha,Puri,1017573,7953,1109276,Odisha,Subarnapur,424745.0,5196.0,448534.0
Odisha,Kalahandi,763566,5781,907015,Odisha,Gajapati,247352.0,2259.0,302881.0
Odisha,Nuapada,312117,2734,385289,Odisha,Boudh,217959.0,1203.0,266146.0
Odisha,Subarnapur,423944,5032,447841,Odisha,Malkangiri,336706.0,3513.0,386654.0
Odisha,Gajapati,246906,2128,302314,Odisha,Nabarangpur,581056.0,5721.0,686633.0
Odisha,Boudh,217072,1031,265436,Odisha,Rayagada,497053.0,6164.0,540019.0
Odisha,Malkangiri,333894,3390,384878,Odisha,Bargarh,692353.0,6251.0,882648.0
Odisha,Nabarangpur,578568,5551,684799,Odisha,Deogarh,157754.0,1528.0,201636.0
Odisha,Rayagada,495861,6048,539029,Odisha,Jharsuguda,362740.0,4448.0,446463.0
Odisha,Bargarh,692067,6194,881876,Punjab,Kapurthala,351951.0,1261.0,452565.0
Odisha,Deogarh,156814,1489,200954,Punjab,Ferozpur,266457.0,570.0,417643.0
Odisha,Jharsuguda,361180,4266,445337,Punjab,Hoshiarpur,789335.0,1233.0,941429.0
Punjab,Kapurthala,350698,1215,451567,Punjab,Mansa,237501.0,209.0,359926.0
Punjab,Ferozpur,263764,550,415793,Punjab,Barnala,200117.0,405.0,303880.0
Punjab,Hoshiarpur,786443,1149,938961,Punjab,Fatehgarh Sahib,250394.0,442.0,366737.0
Punjab,Mansa,234564,198,357526,Punjab,Amritsar,855849.0,3638.0,1248612.0
Punjab,Barnala,199229,333,303229,Punjab,Pathankot,325983.0,1641.0,404065.0
Punjab,Fatehgarh Sahib,249380,372,365722,Punjab,Fazilka,318115.0,1475.0,476385.0
Punjab,Amritsar,847802,3432,1242435,Punjab,Ludhiana,1510127.0,8139.0,2547118.0
Punjab,Pathankot,325242,1235,403412,Punjab,Gurdaspur,709757.0,1693.0,871510.0
Punjab,Fazilka,316127,1406,474785,Punjab,Sri Muktsar Sahib,257576.0,306.0,415672.0
Punjab,Ludhiana,1502059,7967,2539548,Punjab,Moga,401865.0,924.0,538604.0
Punjab,Gurdaspur,702092,1500,865771,Punjab,Jalandhar,1095293.0,4433.0,1415713.0
Punjab,Sri Muktsar Sahib,248594,267,409182,Punjab,Bathinda,422680.0,1383.0,657539.0
Punjab,Moga,395904,837,534191,Punjab,Patiala,672194.0,1493.0,993390.0
Punjab,Jalandhar,1084789,4205,1408591,Punjab,Tarn Taran,310443.0,224.0,491271.0
Punjab,Bathinda,419247,1276,653901,Punjab,SAS Nagar,605312.0,2257.0,933381.0
Punjab,Patiala,666043,1387,988197,Punjab,Rup Nagar,292456.0,455.0,373499.0
Punjab,Tarn Taran,308052,218,489914,Punjab,Sangrur,433875.0,576.0,690245.0
Punjab,SAS Nagar,603083,2157,930875,Punjab,Faridkot,237450.0,366.0,320659.0
Punjab,Rup Nagar,291691,438,372883,Punjab,SBS Nagar,306304.0,713.0,362904.0
Punjab,Sangrur,429351,550,686442,Puducherry,Puducherry,445803.0,1934.0,559641.0
Punjab,Faridkot,235825,338,319292,Puducherry,Karaikal,88832.0,142.0,104045.0
Punjab,SBS Nagar,303287,641,361076,Puducherry,Mahe,31962.0,116.0,30783.0
Puducherry,Puducherry,445490,1849,559323,Puducherry,Yanam,22204.0,113.0,28001.0
Puducherry,Karaikal,88815,139,104022,Rajasthan,Bikaner,1264717.0,10873.0,1579673.0
Puducherry,Mahe,31962,116,30783,Rajasthan,Jodhpur,1895283.0,28626.0,2401563.0
Puducherry,Yanam,22204,113,28001,Rajasthan,Kota,1271724.0,15959.0,1489086.0
Rajasthan,Bikaner,1262851,10449,1578085,Rajasthan,Udaipur,1527047.0,22932.0,1981168.0
Rajasthan,Jodhpur,1894002,28307,2400247,Rajasthan,Jaipur I,2195206.0,16969.0,2951495.0
Rajasthan,Kota,1269891,15127,1486744,Rajasthan,Jaipur II,1476960.0,7711.0,1945709.0
Rajasthan,Udaipur,1525554,22618,1979094,Rajasthan,Ajmer,1628231.0,27271.0,1825902.0
Rajasthan,Jaipur I,2192831,16213,2948063,Rajasthan,Bharatpur,1216461.0,6524.0,1496643.0
Rajasthan,Jaipur II,1473584,7380,1943106,Rajasthan,Sri Ganganagar,990354.0,8452.0,1269744.0
Rajasthan,Ajmer,1627541,26996,1825213,Rajasthan,Jhunjhunu,1380732.0,17346.0,1460088.0
Rajasthan,Bharatpur,1198561,6419,1487379,Rajasthan,Dausa,779444.0,4102.0,973939.0
Rajasthan,Sri Ganganagar,985541,8243,1266749,Rajasthan,Alwar,2076511.0,16574.0,2611039.0
Rajasthan,Jhunjhunu,1380217,16995,1459646,Rajasthan,Sikar,1597988.0,9494.0,1854591.0
Rajasthan,Dausa,778603,3684,973116,Rajasthan,Bundi,713309.0,9310.0,843988.0
Rajasthan,Alwar,2066502,15974,2602098,Rajasthan,Jhalawar,800897.0,6009.0,944857.0
Rajasthan,Sikar,1597752,9462,1854439,Rajasthan,Baran,670268.0,8917.0,807565.0
Rajasthan,Bundi,710207,8990,842195,Rajasthan,Hanumangarh,1145539.0,5168.0,1313724.0
Rajasthan,Jhalawar,799757,5837,944101,Rajasthan,Rajsamand,598178.0,6519.0,703909.0
Rajasthan,Baran,668397,8698,806383,Rajasthan,Banswara,911110.0,11979.0,1082894.0
Rajasthan,Hanumangarh,1145258,5150,1313455,Rajasthan,Dungarpur,644499.0,12154.0,755847.0
Rajasthan,Rajsamand,597699,6402,703372,Rajasthan,Chittorgarh,946969.0,11891.0,1097083.0
