18/01/2022,Gujarat,Ahmedabad,2780648,22341,73,1403078,1365219,12351,1555161,1212714,420,359826,2420822
18/01/2022,Gujarat,Vadodara,2390750,21047,123,1212585,1157391,20774,1270212,1099354,405,271275,2119475
18/01/2022,Gujarat,Kheda,3139412,46807,131,1624191,1494443,20778,1645364,1472784,484,670392,2469020
18/01/2022,Gujarat,Surendranagar,2583362,89357,64,1305009,1268244,10109,1370798,1202037,417,362309,2221053
18/01/2022,Gujarat,Aravalli,1531573,22549,116,782638,732564,16371,775792,739140,266,420771,1110802
18/01/2022,Gujarat,Banaskantha,4609460,42850,301,2367528,2226362,15570,2476395,2116678,812,377879,4231581
18/01/2022,Gujarat,Mehsana,2947382,29772,126,1561354,1357899,28129,1525226,1393566,458,483291,2464091
18/01/2022,Gujarat,Patan,1822282,68744,267,946115,861564,14603,931695,875762,222,362601,1459681
18/01/2022,Gujarat,Sabarkantha,2145374,25146,126,1106829,1013752,24793,1097881,1022333,351,160790,1984584
18/01/2022,Gujarat,Dang,313876,8880,21,181753,130425,1698,168251,143915,12,15681,298195
18/01/2022,Gujarat,Navsari,2022953,9375,87,1030084,971576,21293,1013660,987707,291,460721,1562232
18/01/2022,Gujarat,Surat,2422171,26750,104,1332140,1079781,10250,1382356,1029191,373,247288,2174883
18/01/2022,Gujarat,Tapi,1114738,46740,120,585281,524073,5384,577324,531888,142,111345,1003393
18/01/2022,Gujarat,Valsad,2733693,34226,186,1378823,1334717,20153,1568673,1144169,695,437807,2295886
18/01/2022,Gujarat,Devbhumi Dwaraka,1135129,18287,73,610549,517503,7077,606103,521745,201,225470,909659
18/01/2022,Gujarat,Jamnagar,1397729,26160,87,725252,660716,11761,762847,622952,166,119598,1278131
18/01/2022,Gujarat,Kutch,3132714,216056,556,1657815,1450477,24422,1758573,1349167,551,389128,2743586
18/01/2022,Gujarat,Morbi,1467915,55145,183,802334,659142,6439,830488,630746,241,152801,1315114
18/01/2022,Gujarat,Porbandar,871755,10383,62,461457,399361,10937,440461,420212,142,172378,699377
18/01/2022,Gujarat,Rajkot,2370482,63180,316,1276234,1079160,15088,1281339,1073665,387,140141,2230341
18/01/2022,Gujarat,Amreli,2044271,119325,146,1049882,978641,15748,1044223,984018,278,448446,1595825
18/01/2022,Gujarat,Bhavnagar,2868949,136800,141,1424920,1437003,7026,1543366,1318130,427,370094,2498855
18/01/2022,Gujarat,Botad,814494,31449,67,428820,382019,3655,419632,391106,101,129384,685110
18/01/2022,Gujarat,Gir Somnath,1870523,52756,55,974938,889741,5844,966995,897169,508,327169,1543354
18/01/2022,Gujarat,Junagadh,2305977,11875,57,1136513,1159477,9987,1223136,1072428,424,136906,2169071
18/01/2022,Gujarat,Anand,3157538,32872,145,1628182,1503613,25743,1624038,1507251,503,458017,2699521
18/01/2022,Gujarat,Bharuch,2637138,67670,165,1385278,1231724,20136,1517560,1098909,532,314595,2322543
18/01/2022,Gujarat,Chhotaudepur,1361939,10677,54,708170,645379,8390,714180,639142,227,263123,1098816
18/01/2022,Gujarat,Dahod,3230169,21743,63,1682685,1520752,26732,1660450,1542564,423,286496,2943673
18/01/2022,Gujarat,Mahisagar,1748150,12084,70,873846,856899,17405,907123,823371,250,185311,1562839
18/01/2022,Gujarat,Narmada,868629,44177,33,444433,418249,5947,450148,412405,129,142868,725761
18/01/2022,Gujarat,Panchmahal,2396760,24956,100,1248110,1132415,16235,1295480,1084627,418,368594,2028166
18/01/2022,Gujarat,Ahmedabad Corporation,9100480,217138,247,5201190,3827858,71432,5094076,3933374,1590,886628,8198227
18/01/2022,Gujarat,Bhavnagar Corporation,978202,49580,34,514776,454147,9279,511535,457261,126,147612,830590
18/01/2022,Gujarat,Gandhinagar Corporation,713562,12975,19,409264,295382,8916,390795,313708,142,80894,632668
18/01/2022,Gujarat,Jamnagar Corporation,957343,24150,46,541224,407867,8252,498434,450503,152,156971,800372
18/01/2022,Gujarat,Junagadh Corporation,578600,24200,13,291945,280209,6446,307679,264390,85,84013,494587
18/01/2022,Gujarat,Rajkot Corporation,2357545,33010,82,1345673,989850,22022,1301262,1033853,403,194706,2162839
18/01/2022,Gujarat,Surat Corporation,7555585,354915,186,4227778,3301286,26521,4576578,2950268,2212,645610,6893758
18/01/2022,Gujarat,Vadodara Corporation,3169906,150639,152,1674430,1453794,41682,1681562,1445898,759,354488,2815418
18/01/2022,Haryana,Kurukshetra,1288847,73742,74,748303,538565,1979,660020,626663,185,149816,1138567
18/01/2022,Haryana,Panchkula,995105,22066,30,539308,449810,5987,530680,458231,206,153799,841306
18/01/2022,Haryana,Gurgaon,4675722,81576,183,2577352,2081193,17177,2877175,1779882,1488,507179,4124428
18/01/2022,Haryana,Jhajjar,1422464,74790,79,825167,595653,1644,794528,626046,246,213171,1209293
18/01/2022,Haryana,Kaithal,1489920,41808,142,869519,618397,2004,760785,726954,176,304837,1185083
18/01/2022,Haryana,Hisar,2125874,702100,236,1271186,850030,4658,1094865,1026037,314,263500,1862374
18/01/2022,Haryana,Rohtak,1457551,87637,108,860999,594234,2318,788260,666728,245,244353,1213198
18/01/2022,Haryana,Ambala,1916250,33023,46,1003322,908252,4676,1024626,886565,382,356539,1559711
18/01/2022,Haryana,Sirsa,1773513,132490,172,1040017,731494,2002,927626,843554,330,243620,1529893
18/01/2022,Haryana,Panipat,1797642,169900,106,1086195,709085,2362,1025363,769111,806,310287,1487355
18/01/2022,Haryana,Fatehabad,1124323,86175,114,681368,442296,659,580811,542690,163,147294,977029
18/01/2022,Haryana,Yamunanagar,1653280,126620,131,955737,693988,3555,888102,761385,238,212676,1440604
18/01/2022,Haryana,Sonipat,2062316,64299,86,1223954,835761,2601,1156982,902395,337,409826,1652490
18/01/2022,Haryana,Faridabad,3474380,296564,81,2006475,1460715,7190,2013796,1452482,911,474242,2963336
18/01/2022,Haryana,Bhiwani,1595154,105502,157,875624,717110,2420,819622,772793,319,264590,1330564
18/01/2022,Haryana,Charkhi Dadri,780947,51500,34,418025,361154,1768,404942,374099,138,169821,611126
18/01/2022,Haryana,Rewari,1408006,39460,35,788262,616063,3681,772051,631821,453,152386,1255620
18/01/2022,Haryana,Karnal,2130755,509573,125,1234477,891845,4433,1112631,1013310,381,504644,1626111
18/01/2022,Haryana,Jind,1512473,72602,166,914028,597255,1190,769768,741294,220,229457,1283016
18/01/2022,Haryana,Nuh,1007623,589652,158,718176,288862,585,577963,428909,166,382558,625065
18/01/2022,Haryana,Mahendragarh,1213277,49458,76,696754,513980,2543,617579,592837,318,152976,1060301
18/01/2022,Haryana,Palwal,1322476,146200,64,793972,527431,1073,715330,605817,255,304009,1018467
18/01/2022,Himachal Pradesh,Shimla,1403434,19383,59,739238,658628,5568,765782,631821,263,34413,1369021
18/01/2022,Himachal Pradesh,Solan,1395383,8375,38,754918,637490,2975,838209,553902,296,33329,1359080
18/01/2022,Himachal Pradesh,Lahaul Spiti,59381,269,4,33233,25688,460,36107,22803,11,1035,58346
18/01/2022,Himachal Pradesh,Kullu,724224,2322,21,388391,332925,2908,384779,336366,170,23995,700229
18/01/2022,Himachal Pradesh,Sirmaur,894724,5814,34,471597,419795,3332,487151,404098,143,29740,864984
18/01/2022,Himachal Pradesh,Kangra,2462622,23710,81,1293790,1157550,11282,1177181,1273477,682,88064,2374558
18/01/2022,Himachal Pradesh,Chamba,765840,15422,46,404881,358274,2685,375472,387513,170,30613,735227
18/01/2022,Himachal Pradesh,Mandi,1611935,6657,57,851855,749982,10098,768799,832691,347,56302,1555633
18/01/2022,Himachal Pradesh,Kinnaur,154853,485,12,83331,69823,1699,90274,62850,30,2892,151961
18/01/2022,Himachal Pradesh,Hamirpur,783123,3139,19,412544,366536,4043,363295,415544,241,27169,755954
18/01/2022,Himachal Pradesh,Una,915849,6776,39,476825,436410,2614,458053,454896,286,32665,883184
18/01/2022,Himachal Pradesh,Bilaspur,675333,2350,24,349997,322768,2568,331408,341222,134,21408,653925
18/01/2022,Jammu and Kashmir,Srinagar,1993236,97797,52,1003963,977188,12085,1183149,797400,602,276444,1716792
18/01/2022,Jammu and Kashmir,Kulgam,853254,66285,141,421913,428870,2471,467075,383609,99,41965,811289
18/01/2022,Jammu and Kashmir,Shopian,433368,350,2,225410,206394,1564,240442,191316,46,21098,412270
18/01/2022,Jammu and Kashmir,Bandipore,634336,36011,59,316211,316882,1243,351266,281760,67,11583,622753
18/01/2022,Jammu and Kashmir,Anantnag,1632589,125722,78,851293,777124,4172,863528,764628,261,226457,1406132
18/01/2022,Jammu and Kashmir,Baramulla,1616262,148350,144,828678,781417,6167,865013,744696,385,178768,1437494
18/01/2022,Jammu and Kashmir,Kupwara,1390072,41794,54,701316,686181,2575,770470,616832,195,114679,1275393
18/01/2022,Jammu and Kashmir,Pulwama,908950,10250,97,465833,438806,4311,498463,406083,93,33143,875807
18/01/2022,Jammu and Kashmir,Ganderbal,484157,9809,43,252400,230213,1544,265974,216590,48,22548,461609
18/01/2022,Jammu and Kashmir,Budgam,1243037,112569,135,634348,604313,4376,700596,537900,165,94382,1148655
18/01/2022,Jammu and Kashmir,Jammu,2499573,188103,95,1294522,1180778,24273,1350540,1124015,741,347766,2151807
18/01/2022,Jammu and Kashmir,Kishtwar,325295,21293,58,173576,149837,1882,177036,146324,53,4074,321221
18/01/2022,Jammu and Kashmir,Doda,653517,58180,87,335036,312915,5566,354283,293565,103,14391,639126
18/01/2022,Jammu and Kashmir,Udhampur,897465,67661,110,467381,424692,5392,449330,442568,175,28258,869207
18/01/2022,Jammu and Kashmir,Kathua,1020630,81102,111,530120,487130,3380,542512,474592,146,25682,994948
18/01/2022,Jammu and Kashmir,Ramban,458356,12615,43,236443,220149,1764,268082,188450,60,11316,447040
18/01/2022,Jammu and Kashmir,Samba,581912,14978,31,315359,261469,5084,313770,262902,156,17181,564731
18/01/2022,Jammu and Kashmir,Rajouri,1044975,23450,82,528009,513917,3049,582472,459307,147,37139,1007836
18/01/2022,Jammu and Kashmir,Poonch,810014,39053,68,427121,381229,1664,449526,358706,118,151964,658050
18/01/2022,Jammu and Kashmir,Reasi,517868,24660,112,262553,252617,2698,291585,223537,48,8712,509156
18/01/2022,Jharkhand,Ranchi,3098160,43391,102,1884498,1202628,11034,1600969,1485339,814,419330,2670391
18/01/2022,Jharkhand,Koderma,706079,25503,91,451841,253545,693,338399,366844,143,117753,588326
18/01/2022,Jharkhand,Bokaro,2235995,71164,166,1429318,799265,7412,1167663,1060223,695,225015,2010980
18/01/2022,Jharkhand,Garhwa,1200256,66799,56,788043,411286,927,609639,589361,329,211856,988400
