09/01/2022,Bihar,Saharsa,1957792,82810,227,1175943,781849,947348,1010101,343,35029,1922763
09/01/2022,Bihar,Supaul,2177693,103139,92,1289070,888623,1032752,1144439,502,121264,2056429
09/01/2022,Bihar,Purnia,3395192,202281,292,2008438,1386754,1798911,1595334,947,582413,2812605
09/01/2022,Bihar,Araria,2440932,69300,67,1499544,941388,1234972,1205104,856,33714,2407218
09/01/2022,Bihar,Katihar,2957549,83600,211,1761065,1196484,1472484,1484434,631,36124,2921425
09/01/2022,Bihar,Kishanganj,1494545,136110,177,879987,614558,745964,748333,248,21230,1473315
09/01/2022,Bihar,Aurangabad,2597431,31600,115,1549630,1047801,1334611,1261968,852,68110,2529321
09/01/2022,Bihar,Arwal,682412,19200,48,396509,285903,328623,353648,141,11531,670881
09/01/2022,Bihar,Gaya,4280446,256900,126,2676830,1603616,2138482,2140809,1155,556808,3723638
09/01/2022,Bihar,Kaimur,1649251,101000,56,916380,732871,836211,812518,522,26718,1622533
09/01/2022,Bihar,Rohtas,2969643,117787,286,1724384,1245259,1490414,1478412,817,113095,2856548
09/01/2022,Bihar,Bhagalpur,3010333,216940,572,1758242,1252091,1523688,1486151,494,296922,2713411
09/01/2022,Bihar,Banka,2006827,14024,24,1168252,838575,986505,1019867,455,437164,1569663
09/01/2022,Bihar,Lakhisarai,970726,19800,17,558164,412562,468651,501921,154,21763,948963
09/01/2022,Bihar,Munger,1568210,84197,192,885770,682440,794151,773750,309,33496,1534714
09/01/2022,Bihar,Muzaffarpur,4611895,106256,326,2730371,1881524,2182595,2428339,961,247379,4364516
09/01/2022,Bihar,Sheohar,627705,400,2,352094,275611,297627,329963,115,11255,616450
09/01/2022,Bihar,Sitamarhi,3012911,87900,253,1722501,1290410,1391112,1621285,514,56554,2956357
09/01/2022,Bihar,Vaishali,3484369,108270,212,2013391,1470978,1680580,1802733,1056,140385,3343984
09/01/2022,Bihar,Nalanda,3085753,113000,169,1813473,1272280,1562426,1522623,704,241713,2844040
09/01/2022,Bihar,Jehanabad,1031736,35285,28,624706,407030,498724,532750,262,28629,1003107
09/01/2022,Bihar,Nawada,2210964,525610,501,1291514,919450,1058702,1151862,400,72338,2138626
09/01/2022,Bihar,Sheikhpura,603013,17760,69,347276,255737,294030,308875,108,12782,590231
09/01/2022,Bihar,Darbhanga,4031051,271528,156,2311953,1719098,1879419,2150773,859,792368,3238110
09/01/2022,Bihar,Madhubani,4211734,289690,129,2427403,1784331,1849389,2361329,1016,583179,3628555
09/01/2022,Bihar,Samastipur,4095284,232500,371,2416158,1679126,1896857,2197561,866,145653,3949631
09/01/2022,Bihar,Patna,7010637,670212,147,3821302,3189335,3750646,3258418,1573,3708648,3290502
09/01/2022,Bihar,Begusarai,2851590,16127,32,1669949,1181641,1356142,1494869,579,62687,2788903
09/01/2022,Bihar,Bhojpur,2628928,155451,297,1542371,1086557,1311118,1317209,601,107482,2521446
09/01/2022,Bihar,Buxar,1877857,91230,248,1053956,823901,934422,943074,361,211307,1666550
09/01/2022,Bihar,Khagaria,1540729,20600,42,901790,638939,722075,818231,423,38548,1502181
09/01/2022,Bihar,Saran,3915742,144409,80,2285675,1630067,1862936,2051686,1120,714902,3200840
09/01/2022,Bihar,Siwan,3791405,125514,95,2279394,1512011,1853245,1936781,1379,281011,3510394
09/01/2022,Bihar,Gopalganj,2603181,88034,164,1474416,1128765,1225388,1377149,644,69802,2533379
09/01/2022,Bihar,East Champaran,5335907,262025,339,2867041,2468866,2616253,2718491,1163,1346220,3989687
09/01/2022,Bihar,West Champaran,3765091,529350,617,2148408,1616683,1885169,1879099,823,78175,3686916
09/01/2022,Bihar,Jamui,1653877,28110,102,973710,680167,800270,853338,269,42338,1611539
09/01/2022,Chandigarh,Chandigarh,1860095,28450,61,1054076,806019,1062629,797148,318,31335,1828760
09/01/2022,Chhattisgarh,Raipur,3238666,43053,224,1819348,1419318,1673821,1564420,425,773844,2457745
09/01/2022,Chhattisgarh,Balod,1057880,33189,37,626335,431545,502936,554773,171,128833,929047
09/01/2022,Chhattisgarh,Baloda bazar,1244348,2920,8,842474,401874,611158,633076,114,179741,1064607
09/01/2022,Chhattisgarh,Balrampur,917292,16515,18,612367,304925,469663,447525,104,69131,848161
09/01/2022,Chhattisgarh,Bastar,893616,17438,36,567125,326491,433963,459506,147,98445,795171
09/01/2022,Chhattisgarh,Bemetara,896042,4900,8,591143,304899,433905,462021,116,92017,804025
09/01/2022,Chhattisgarh,Bijapur,198078,10952,59,125900,72178,107537,90509,32,22368,175710
09/01/2022,Chhattisgarh,Bilaspur,2229940,98996,197,1241043,988897,1107607,1122000,333,243501,1986439
09/01/2022,Chhattisgarh,Dantewada,339384,0,0,192005,147379,166676,172649,59,51908,287476
09/01/2022,Chhattisgarh,Dhamtari,977026,7390,15,603922,373104,461303,515591,132,125570,851456
09/01/2022,Chhattisgarh,Durg,2105334,62991,105,1241656,863678,1030846,1074220,268,353006,1749814
09/01/2022,Chhattisgarh,Gariaband,609922,46402,37,410189,199733,292920,316933,69,67215,542707
09/01/2022,Chhattisgarh,Janjgir-Champa,1710345,112845,194,1112431,597914,843058,867092,195,170853,1539492
09/01/2022,Chhattisgarh,Jashpur,987689,90490,106,607076,380613,480954,506610,125,106383,881306
09/01/2022,Chhattisgarh,Kanker,938590,172000,60,543593,394997,465820,472660,110,122830,815760
09/01/2022,Chhattisgarh,Kondagaon,675585,1198513,486,411001,264584,328850,346640,95,59295,616290
09/01/2022,Chhattisgarh,Korba,1338716,11279,54,856423,482293,668390,670147,179,93789,1244927
09/01/2022,Chhattisgarh,Koriya,762077,24973,34,431103,330974,380417,381576,84,86235,675842
09/01/2022,Chhattisgarh,Mahasamund,1610554,48866,103,820202,790352,782496,827862,196,112519,1498035
09/01/2022,Chhattisgarh,Mungeli,676197,31463,66,474143,202054,330833,345311,53,62375,613822
09/01/2022,Chhattisgarh,Narayanpur,99033,7920,9,66211,32822,52199,46830,4,11341,87692
09/01/2022,Chhattisgarh,Raigarh,2246451,134761,69,1131867,1114584,1137225,1108925,301,320275,1926176
09/01/2022,Chhattisgarh,Rajnandgaon,2053826,23460,30,1220528,833298,989216,1064338,272,475838,1577988
09/01/2022,Chhattisgarh,Sukma,265287,3420,16,150393,114894,141924,123329,34,11084,254203
09/01/2022,Chhattisgarh,Surajpur,952443,1040,1,559905,392538,477962,474334,147,118751,833692
09/01/2022,Chhattisgarh,Surguja,1133038,52800,55,720654,412384,565745,567143,150,98238,1034800
09/01/2022,Chhattisgarh,Kawardha,941931,14932,20,569149,372782,467720,474039,172,125890,816041
09/01/2022,Chhattisgarh,Gaurela Pendra Marwahi,351866,0,0,223778,128088,170010,181807,49,41922,309944
09/01/2022,Dadra and Nagar Haveli and Daman and Diu,Daman,468718,0,0,260718,208000,312175,156403,140,7785,460933
09/01/2022,Dadra and Nagar Haveli and Daman and Diu,Diu,79485,80,2,42662,36823,40350,39115,20,3361,76124
09/01/2022,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,727649,47100,102,429921,297728,503229,224318,102,17766,709883
09/01/2022,Delhi,New Delhi,1922899,17300,70,1038814,884085,1145295,777120,484,646362,1276537
09/01/2022,Delhi,Central Delhi,2422985,4035,19,1446062,976923,1504236,918124,625,480132,1942853
09/01/2022,Delhi,West Delhi,2969049,2442,13,1682327,1286722,1684434,1283727,888,755667,2198248
09/01/2022,Delhi,North West Delhi,3212677,3981,13,1890223,1322454,1782331,1429249,1097,833634,2379043
09/01/2022,Delhi,South East Delhi,2654262,20465,49,1518629,1135633,1556826,1096538,898,731257,1878377
09/01/2022,Delhi,East Delhi,2176096,11481,61,1212870,963226,1233564,941807,725,335007,1825701
09/01/2022,Delhi,North Delhi,2563803,634,6,1500375,1063428,1521951,1041004,848,440157,2123646
09/01/2022,Delhi,North East Delhi,2049533,41661,108,1296076,753457,1136820,911950,763,345166,1704367
09/01/2022,Delhi,Shahdara,1921456,1820,6,1125843,795613,1087027,833736,693,282433,1639023
09/01/2022,Delhi,South Delhi,2416092,3494,20,1398419,1017673,1405035,1010418,639,427491,1974924
09/01/2022,Delhi,South West Delhi,3217592,10752,36,1793380,1424212,1757946,1458561,1085,514955,2700258
09/01/2022,Goa,North Goa,1172686,7224,10,645063,527623,664045,508524,117,52802,1119884
09/01/2022,Goa,South Goa,1310676,17842,17,714555,596121,714905,595630,141,30666,1280010
09/01/2022,Gujarat,Gandhinagar,1729117,40894,52,897441,831676,932446,796405,266,171079,1558038
09/01/2022,Gujarat,Ahmedabad,2737493,13795,62,1391326,1346167,1537732,1199350,411,346685,2390808
09/01/2022,Gujarat,Vadodara,2351460,1561,11,1205232,1146228,1260138,1090920,402,263283,2088177
09/01/2022,Gujarat,Kheda,3080851,23856,78,1606955,1473896,1626133,1454236,482,649103,2431748
09/01/2022,Gujarat,Surendranagar,2519541,20555,16,1281408,1238133,1341265,1177872,404,333126,2186415
09/01/2022,Gujarat,Aravalli,1503544,1334,5,774146,729398,769240,734039,265,408556,1094988
09/01/2022,Gujarat,Banaskantha,4518752,15014,108,2326836,2191916,2437446,2080501,805,350651,4168101
